Customer ID,Age,Gender,Years at address,Employment status,Country,Current debt,Postcode,Income,Own home,CCJs,Loan amount,Outcome
675948,47,F,17,Self Employed,UK,1830,PH2 7DG,41500,Rent,3,2419,Defaulted
710927,84,F,43,Self Employed,UK,4800,PO6 2PN,53000,Own,0,32495,Paid
688001,39,M,13,Unemployed,UK,9520,RH2 0AR,48000,Rent,2,18866,Defaulted
967174,33,M,10,Self Employed,UK,8680,S32 1BA,51000,Mortgage,0,25970,Paid
714939,22,M,4,Self Employed,UK,4830,SE1 3SU,45500,Own,1,9610,Paid
1098081,33,F,13,Self Employed,UK,3570,SE1 4TQ,31500,Own,1,22562,Defaulted
994490,67,M,28,Self Employed,UK,10,SE8 4DU,54500,Own,0,28699,Defaulted
1044296,45,F,1,Unemployed,UK,4420,SL5 8DN,49000,Own,0,35694,Paid
1036016,77,M,34,Self Employed,UK,330,SL9 8LX,32500,Mortgage,0,23443,Defaulted
802874,81,F,36,Employed,UK,1400,SO15 2HU,49000,Mortgage,0,4639,Paid
584344,69,M,11,Self Employed,UK,0,SS9 1RS,52000,Mortgage,0,12758,Paid
975168,46,M,8,Self Employed,UK,9170,ST5 8EQ,35000,Rent,0,12300,Paid
652278,48,M,7,Unemployed,UK,690,SW12 8JL,23500,Own,2,8184,Defaulted
888031,46,F,11,Self Employed,UK,400,SW13 9EY,42500,Rent,1,24909,Paid
730249,80,F,25,Self Employed,UK,7040,SW14 7QA,45500,Mortgage,1,31037,Paid
929364,71,F,2,Self Employed,UK,1400,SW17 7DX,44000,Mortgage,1,43029,Paid
717439,26,F,6,Self Employed,UK,7000,SW1W 8RQ,52000,Own,0,43816,Paid
980660,51,M,26,Self Employed,UK,3180,SW3 2JU,43000,Own,0,21276,Defaulted
887786,43,F,21,Self Employed,UK,5170,TQ12 1QS,33000,Own,0,10696,Paid
1013379,34,F,5,Unemployed,UK,3880,W12 9HU,39500,Mortgage,1,28915,Paid
831959,29,M,2,Self Employed,UK,2110,W14 0AJ,53500,Mortgage,3,38479,Defaulted
611927,68,H,6,Unemployed,UK,5340,W14 0AJ,31000,Rent,2,21572,Defaulted
1032666,19,F,2,Unemployed,UK,3120,GY5 7JN,28500,Own,0,22479,Defaulted
1014697,84,M,21,Unemployed,UK,9810,SA3 1HA,10000,Own,0,4793,Defaulted
740359,67,M,49,Employed,UK,1860,ME15 8QW,45000,Own,0,2148,Paid
1023722,61,M,9,Self Employed,UK,6410,EX16 4DS,52000,Mortgage,2,37846,Defaulted
1039818,68,M,16,Employed,UK,480,BT4 2RH,37000,Own,2,3000,Paid
683845,19,M,2,Unemployed,UK,7350,N5 1ST,46500,Own,1,17791,Paid
1094806,43,M,10,Self Employed,UK,1790,KT22 0UT,49500,Mortgage,0,39247,Paid
692144,46,M,26,Self Employed,UK,7920,TN12 0DE,42000,Own,0,23247,Paid
640117,47,M,5,Unemployed,UK,3560,TD12 4NH,27000,Own,0,8699,Paid
555574,27,M,8,Unemployed,UK,650,N17 8DB,49500,Rent,1,34001,Defaulted
1103323,88,F,20,Unemployed,UK,8940,OX5 2YE,46000,Mortgage,3,15045,Defaulted
787659,50,F,13,Self Employed,UK,4060,BH13 7RG,33000,Mortgage,3,12555,Defaulted
651410,73,F,38,Unemployed,UK,220,NP25 4QD,33500,Own,2,29870,Defaulted
994657,19,M,1,Self Employed,UK,2380,IP4 2XD,12500,Own,3,8817,Defaulted
646681,71,F,4,Self Employed,UK,280,SE25 4JD,42500,Own,0,7009,Paid
1005610,89,F,7,Self Employed,UK,2030,OX4 3NN,33000,Mortgage,1,12213,Paid
571409,55,F,6,Self Employed,UK,3130,LU7 2TR,48000,Own,3,28652,Paid
706920,84,M,42,Employed,UK,1730,OX1 3PG,30500,Own,0,5410,Paid
843527,18,F,1,Self Employed,UK,370,BT23 6EP,17000,Own,0,2478,Paid
731602,24,M,2,Unemployed,UK,80,EH39 4LZ,29500,Mortgage,1,18010,Paid
786325,83,F,66,Self Employed,UK,200,BR1 4DW,29500,Mortgage,1,23172,Paid
929744,51,M,10,Unemployed,UK,1720,EX14 9JY,32500,Own,3,13557,Defaulted
955373,80,M,6,Self Employed,UK,9940,CM0 8DP,45500,Mortgage,0,19196,Paid
834294,32,F,13,Self Employed,UK,2400,GY3 5HW,41500,Own,1,15147,Paid
855779,72,M,55,Employed,UK,3410,IG10 1NS,13000,Own,3,8360,Defaulted
688515,73,M,34,Self Employed,UK,2150,SE26 6UN,48000,Own,2,45516,Defaulted
594488,82,F,59,Self Employed,UK,6100,BT17 0JB,37500,Mortgage,2,33225,Defaulted
576865,77,F,2,Self Employed,UK,2240,BT23 5PL,49000,Mortgage,0,22937,Defaulted
979868,76,F,7,Self Employed,UK,0,BT70 1PA,47000,Own,1,22921,Defaulted
716374,52,F,17,Self Employed,UK,6080,YO62 5EY,35000,Rent,1,25171,Paid
585587,49,F,3,Self Employed,UK,1790,BT29 4DU,39000,Mortgage,2,25163,Defaulted
780555,84,F,45,Unemployed,UK,590,BT18 0EQ,35500,Mortgage,3,15581,Paid
1061267,19,M,1,Self Employed,UK,250,AB14 0RR,49000,Rent,1,39384,Paid
933203,50,M,18,Employed,UK,70,NP25 5NL,49500,Own,0,23379,Paid
668501,72,F,44,Unemployed,UK,0,BT20 5JR,47000,Own,0,44165,Paid
657204,68,M,39,Self Employed,UK,4940,DL5 6GR,16000,Mortgage,2,274,Defaulted
842819,84,F,7,Unemployed,UK,1230,B17 9JY,46000,Own,3,19059,Defaulted
903805,54,F,33,Self Employed,UK,7970,BH23 4DY,13500,Own,0,11165,Paid
805251,56,M,33,Unemployed,UK,3900,N5 1HZ,36000,Mortgage,0,10904,Paid
984606,60,F,16,Unemployed,UK,2650,SA72 4UN,47000,Mortgage,0,13015,Paid
573453,77,M,37,Self Employed,UK,3940,KT7 0BS,54000,Rent,2,26108,Defaulted
926301,36,F,14,Self Employed,UK,0,DD3 8AZ,43000,Own,0,22764,Paid
933048,85,M,60,Unemployed,UK,910,ST13 7RR,34500,Own,2,8313,Defaulted
1071142,39,F,11,Unemployed,UK,8380,BT20 5HR,51500,Own,0,10400,Paid
837396,58,F,34,Self Employed,UK,890,SW18 3NN,48500,Own,1,21590,Paid
568209,54,F,10,Unemployed,UK,0,W12 7EL,16500,Mortgage,0,9475,Paid
614105,66,M,18,Self Employed,UK,530,SG3 6BG,54000,Own,0,4865,Paid
742297,43,M,1,Self Employed,UK,5740,IP18 6EH,18500,Own,1,376,Paid
1084031,28,M,1,Employed,UK,3820,TN1 2BB,16500,Mortgage,0,1416,Defaulted
929299,48,F,14,Unemployed,UK,6860,BT6 9QE,46500,Own,0,38420,Paid
722046,40,M,250,Unemployed,UK,920,CM14 4NU,30000,Mortgage,0,17212,Defaulted
655652,53,F,20,Self Employed,UK,10,IP13 7NZ,46500,Mortgage,3,13175,Defaulted
955008,31,F,2,Unemployed,UK,1960,BT40 1UB,54000,Own,0,4512,Paid
919163,82,M,9,Self Employed,UK,7170,LS29 9JE,31000,Rent,1,9170,Defaulted
879639,56,F,35,Employed,UK,8190,DT9 3HN,27000,Own,0,23945,Defaulted
982737,48,F,2,Self Employed,UK,2500,RH4 1HX,50000,Rent,1,30985,Paid
720083,69,M,7,Self Employed,UK,60,BN6 9HL,39000,Own,0,29966,Paid
1076440,56,F,38,Self Employed,UK,5810,SY16 4NG,43500,Own,0,37431,Paid
822564,78,M,17,Employed,UK,5270,GU32 1JG,36500,Own,0,25916,Paid
962904,22,M,4,Self Employed,UK,170,TW11 0QE,22500,Own,1,15416,Paid
630674,42,M,5,Unemployed,UK,4670,BT18 0AS,48000,Mortgage,3,6454,Defaulted
604556,85,F,31,Unemployed,UK,7980,IP7 7AA,49000,Own,2,41080,Paid
1095525,81,M,53,Self Employed,UK,3510,BS9 4EQ,19000,Own,1,7579,Paid
1107077,22,M,4,Employed,UK,1340,BN11 1HF,36500,Own,2,9974,Paid
914981,61,M,24,Self Employed,UK,7350,BT20 3RE,35000,Mortgage,0,3129,Paid
799432,59,F,1,Self Employed,UK,5220,BT55 7AU,39000,Own,0,4701,Paid
992208,37,M,6,Unemployed,UK,3770,BT71 7NJ,44000,Own,0,16946,Paid
1025576,26,M,6,Employed,UK,2360,CH6 5SD,49500,Own,0,26230,Defaulted
577457,80,M,40,Unemployed,UK,8800,CT20 2JR,54000,Own,2,1142,Defaulted
981762,29,F,12,Unemployed,UK,2280,DT10 1BX,46500,Own,2,5760,Defaulted
607388,62,M,5,Self Employed,UK,5980,DT10 1LR,53500,Mortgage,3,645,Defaulted
1055483,39,M,18,Self Employed,UK,2730,EH48 2FF,53000,Mortgage,0,35749,Paid
1034241,58,D,20,Self Employed,UK,1270,FY8 5LW,24000,Rent,2,5164,Defaulted
1098683,85,M,18,Unemployed,UK,2070,GU34 1TP,24000,Own,0,9708,Defaulted
1048336,43,F,25,Self Employed,UK,2170,HR8 1AR,42500,Own,1,24779,Paid
965011,29,F,10,Unemployed,UK,1580,IV2 3RB,53500,Rent,0,24502,Paid
666907,42,M,17,Self Employed,UK,2410,KT13 0PS,51500,Own,0,34716,Paid
698569,79,F,56,Unemployed,UK,330,LN4 1QB,42500,Own,1,13856,Paid
1013212,43,M,9,Self Employed,UK,9290,MK43 9DW,29500,Mortgage,0,5050,Defaulted
1053479,66,F,6,Self Employed,UK,7840,RH5 6BP,16000,Own,0,11187,Paid
968107,48,F,5,Employed,UK,8060,TW9 3AT,43500,Mortgage,1,5283,Defaulted
763673,71,M,24,Unemployed,UK,3700,WA16 7RJ,28500,Mortgage,1,18538,Defaulted
736220,25,F,8,Unemployed,UK,740,BA2 7UJ,49500,Mortgage,0,39236,Defaulted
924869,64,M,5,Self Employed,UK,4700,BH1 1JL,12000,Own,0,9842,Paid
1043281,66,M,8,Self Employed,UK,4760,BN11 3NG,10000,Mortgage,3,9257,Defaulted
1050859,61,M,35,Self Employed,UK,7350,BS23 3HL,20000,Own,0,1714,Paid
673526,83,F,20,Unemployed,UK,8020,BT15 4GP,49500,Own,3,29880,Defaulted
1097027,19,F,1,Self Employed,UK,3290,BT16 1UA,45000,Own,3,18437,Paid
703150,49,M,23,Employed,UK,3760,BT22 2NY,46500,Rent,0,44903,Paid
760050,66,F,10,Unemployed,UK,5810,BT27 5LP,51000,Own,0,6514,Defaulted
850328,28,M,1,Employed,UK,2360,BT34 5PQ,50500,Mortgage,0,31819,Defaulted
636307,36,F,18,Self Employed,UK,4030,BT41 1HJ,44500,Own,0,38561,Paid
652385,71,F,7,Employed,UK,1360,BT51 4XF,47500,Rent,3,14293,Defaulted
794162,65,F,1,Self Employed,UK,580,BT6 0JA,53500,Mortgage,0,7884,Paid
649405,31,F,9,Employed,UK,1930,BT60 4RG,41500,Mortgage,2,36367,Defaulted
962136,30,M,11,Self Employed,UK,5900,BT9 5PY,38500,Own,0,17567,Paid
1108728,89,M,36,Unemployed,UK,2220,CH64 5TE,18500,Own,3,13110,Paid
669919,28,F,1,Self Employed,UK,2260,CM1 4EP,35500,Rent,3,22006,Defaulted
570726,45,M,10,Unemployed,UK,600,CV3 6EH,44000,Rent,0,4424,Paid
676473,67,F,15,Self Employed,UK,9150,CV37 7PJ,32000,Mortgage,2,6175,Defaulted
991251,29,F,2,Self Employed,UK,1070,DG2 9HW,15000,Own,2,5860,Defaulted
1010227,48,F,2,Self Employed,UK,1840,DH3 1RX,30000,Mortgage,3,3024,Defaulted
1015051,60,F,31,Retired,UK,7150,E2 0JW,53500,Own,0,22864,Defaulted
666551,56,F,32,Self Employed,UK,0,E5 0RR,52500,Own,3,35471,Defaulted
690428,55,M,31,Unemployed,UK,1480,EH7 5PX,43500,Mortgage,0,30669,Defaulted
888784,84,F,51,Self Employed,UK,400,EX3 0NY,19500,Mortgage,2,13763,Defaulted
621819,48,F,2,Self Employed,UK,5010,G12 9BD,50500,Own,2,35083,Defaulted
850629,20,M,2,Self Employed,UK,4340,GL55 6AU,54000,Own,1,34963,Paid
867947,51,F,9,Self Employed,UK,4410,GL6 6QN,48000,Own,0,19924,Paid
660300,72,M,36,Unemployed,UK,1710,GU28 9DA,46500,Own,0,37505,Defaulted
997089,46,F,20,Employed,UK,5930,HP14 4SZ,13500,Mortgage,0,5960,Paid
1013603,74,M,55,Unemployed,UK,9860,IP17 1BB,36000,Own,2,12609,Defaulted
813290,41,F,5,Self Employed,UK,460,JE3 4FS,49500,Mortgage,2,4489,Defaulted
931991,38,F,1,Unemployed,UK,1100,KT11 1BG,17000,Own,1,8275,Paid
817693,79,M,62,Self Employed,UK,8360,KT18 7BW,15500,Mortgage,3,6315,Defaulted
863394,89,F,19,Self Employed,UK,450,LA1 5EJ,40000,Mortgage,1,22093,Defaulted
648929,45,F,14,Self Employed,UK,3890,LE15 8RS,28000,Mortgage,0,21474,Paid
922688,60,M,35,Unemployed,UK,8240,LS29 9PE,19500,Own,0,9654,Defaulted
923323,73,F,35,Self Employed,UK,1020,N10 1BU,24000,Own,2,21290,Defaulted
744545,64,F,35,Unemployed,UK,8370,N4 1PB,46000,Mortgage,1,34096,Defaulted
569085,58,M,33,Employed,UK,6660,NE30 4HA,53500,Own,3,5759,Paid
995796,30,F,10,Unemployed,UK,6110,NE6 5YD,44500,Own,0,13273,Paid
1038625,82,M,48,Self Employed,UK,1040,NN15 6SS,50500,Mortgage,0,32204,Paid
857129,20,M,3,Unemployed,UK,6620,NP20 4DB,53000,Mortgage,0,115,Defaulted
697604,49,F,1,Self Employed,UK,830,PO18 8ET,30500,Rent,1,4751,Paid
665406,23,F,5,Unemployed,UK,6310,RH14 0LN,17500,Own,1,9210,Paid
936584,29,M,2,Self Employed,UK,110,RM1 3PB,41000,Own,0,19800,Paid
1031445,24,M,5,Self Employed,UK,8190,SE1 4TQ,16500,Own,2,8079,Defaulted
680058,72,F,32,Unemployed,UK,0,SE13 5JE,52500,Rent,3,33236,Paid
924395,27,M,6,Self Employed,UK,7160,SE22 9JS,48000,Mortgage,2,18536,Paid
772478,61,F,18,Self Employed,UK,7390,SE5 0TQ,20000,Own,1,6693,Paid
891359,38,M,21,Unemployed,UK,4520,SW2 5HN,15500,Mortgage,2,13930,Defaulted
621518,24,M,6,Self Employed,UK,690,SW6 1RL,53500,Mortgage,3,10278,Defaulted
990971,62,F,31,Self Employed,UK,2810,TA22 9EL,36000,Mortgage,0,26791,Defaulted
962859,29,F,7,Self Employed,UK,3990,TN2 5EG,21000,Rent,3,1774,Defaulted
961052,49,M,4,Self Employed,UK,4340,TQ8 8NF,50000,Own,1,26570,Defaulted
665690,83,F,38,Unemployed,UK,1030,TW1 2EA,40500,Mortgage,2,18515,Defaulted
890248,62,F,10,Employed,UK,1460,W10 6AL,21500,Own,0,15331,Paid
1049099,17,F,1,Self Employed,UK,0,W10 6ES,34500,Own,0,25799,Paid
795764,48,F,11,Self Employed,UK,9240,W11 2DE,50000,Mortgage,0,55,Paid
934499,29,F,4,Self Employed,UK,1600,W11 2LE,13000,Own,0,769,Paid
811466,28,F,5,Self Employed,UK,500,WR6 6TA,52000,Mortgage,0,26772,Paid
1090872,46,F,27,Self Employed,UK,1960,YO21 2QL,42500,Mortgage,3,4396,Defaulted
687009,41,F,7,Unemployed,UK,3590,SG12 7PW,51500,Mortgage,0,9380,Paid
1078566,33,M,9,Unemployed,UK,5790,JE3 6UE,54500,Mortgage,3,21848,Defaulted
917876,79,M,32,Employed,UK,0,NW6 6DE,49000,Own,0,16350,Paid
1014154,24,F,5,Employed,UK,7060,SS1 3NR,42500,Mortgage,1,1048,Paid
873607,32,M,14,Self Employed,UK,8500,W2 5RB,49500,Own,3,47992,Paid
604003,82,M,51,Self Employed,UK,580,NR11 6NY,46500,Rent,3,2971,Defaulted
649778,52,M,22,Self Employed,UK,5100,EH3 5EN,42000,Own,0,40788,Paid
818622,59,M,37,Unemployed,UK,3400,SY14 7DQ,20500,Own,2,9202,Defaulted
1054608,67,M,44,Unemployed,UK,1000,IM4 7EG,34500,Mortgage,0,20360,Paid
617428,23,M,6,Self Employed,UK,650,W10 6HG,22500,Mortgage,1,12614,Paid
800126,70,F,45,Employed,UK,240,BA22 7HD,29500,Own,1,9026,Paid
783747,47,F,27,Unemployed,UK,710,SP11 7RN,52000,Own,1,16151,Defaulted
962679,35,F,14,Self Employed,UK,210,TR26 3DX,35500,Mortgage,3,23070,Defaulted
714349,66,M,1,Self Employed,UK,1930,HG3 1EX,54500,Own,2,45667,Defaulted
682749,19,M,1,Employed,UK,6650,KT7 0HZ,53000,Rent,1,52661,Defaulted
716341,61,F,34,Self Employed,UK,8540,SW5 9TF,46500,Rent,1,17232,Paid
996495,55,F,13,Unemployed,UK,510,SE1 4LY,47000,Rent,0,1103,Paid
581206,78,F,9,Unemployed,UK,4710,GL6 6RG,46500,Own,0,22845,Paid
831588,48,M,24,Self Employed,UK,9050,NW8 7LG,35000,Own,0,25761,Defaulted
981673,86,M,8,Unemployed,UK,710,SW7 3AE,31000,Mortgage,0,23980,Paid
772206,22,M,2,Self Employed,UK,160,RG7 1WY,16500,Own,0,2434,Paid
1004385,55,M,32,Self Employed,UK,4530,SW7 5PH,51500,Own,0,41804,Paid
888290,82,F,29,Self Employed,UK,8480,LE6 0GX,50500,Rent,0,17915,Defaulted
774258,72,M,37,Employed,UK,100,BT40 1DX,47500,Own,0,45561,Paid
1007361,45,M,2,Unemployed,UK,450,BT9 5PZ,28000,Rent,3,21750,Defaulted
889839,22,F,2,Self Employed,UK,5780,GU10 3ND,42500,Mortgage,1,4649,Paid
917493,88,F,38,Self Employed,UK,80,RG19 4RR,16500,Own,0,9770,Paid
781115,23,M,1,Unemployed,UK,2810,SW11 5TY,46500,Mortgage,2,35765,Defaulted
925820,72,F,10,Unemployed,UK,1440,SW6 3AH,31000,Own,0,23241,Paid
1035610,25,F,7,Unemployed,UK,10,RG8 7JQ,53000,Own,0,15015,Paid
637495,29,M,10,Employed,UK,1120,OX13 5EP,35000,Mortgage,0,19555,Paid
574015,43,F,21,Unemployed,UK,130,NG5 4FB,36500,Own,3,4904,Paid
830941,68,M,43,Self Employed,UK,5610,CF24 3NW,34500,Own,1,23369,Defaulted
876872,35,F,6,Employed,UK,7530,BT23 5NE,25000,Mortgage,1,3760,Paid
904732,68,M,13,Self Employed,UK,1120,SW4 7QJ,38000,Rent,0,11277,Paid
583285,41,M,15,Employed,UK,0,CT10 2SE,45000,Own,0,4537,Defaulted
915546,44,M,15,Unemployed,UK,4070,FK6 5BW,29000,Own,1,22985,Paid
606843,50,F,10,Self Employed,UK,130,NG18 4XB,16500,Mortgage,1,11179,Paid
626829,33,M,4,Self Employed,UK,9980,SW6 5TL,46000,Own,0,19991,Defaulted
930194,54,M,33,Unemployed,UK,2640,BT23 6RE,35500,Mortgage,1,23907,Paid
1021013,41,M,16,Self Employed,UK,8720,EH4 2DG,52000,Own,2,30255,Defaulted
1104247,79,M,34,Self Employed,UK,1590,JE2 7SE,44500,Own,0,33089,Paid
953789,33,H,4,Employed,UK,4970,CV36 5HS,29500,Own,3,10010,Defaulted
819149,79,F,10,Unemployed,UK,1040,WR13 5BE,39500,Own,2,25703,Defaulted
1058734,25,M,4,Self Employed,UK,2310,BT38 9AB,46000,Mortgage,1,24916,Paid
784607,84,F,58,Self Employed,UK,850,CT2 8LS,31000,Own,1,2218,Paid
920934,61,M,44,Self Employed,UK,10,SW5 9TF,47500,Own,1,1729,Paid
952664,87,F,58,Self Employed,UK,4850,EN4 0HY,47000,Mortgage,0,43779,Paid
879544,31,M,5,Self Employed,UK,970,SW12 9QE,43500,Rent,2,29795,Defaulted
962731,34,F,12,Employed,UK,540,EH9 1ED,38000,Own,1,3577,Paid
1048639,63,M,45,Employed,UK,1490,LA2 8JT,48500,Mortgage,0,21215,Paid
900538,38,F,20,Self Employed,UK,5610,NW10 3HP,48500,Mortgage,2,47300,Defaulted
619525,34,M,3,Unemployed,UK,2490,HP13 5PX,30000,Own,0,13667,Paid
708248,58,F,18,Employed,UK,2270,BT77 0BE,49500,Mortgage,1,24549,Paid
570807,80,F,46,Self Employed,UK,4400,GL55 6SL,36500,Own,2,2294,Defaulted
884048,80,F,53,Unemployed,UK,3410,IM8 3NA,37500,Own,1,4050,Paid
576051,28,M,7,Unemployed,UK,110,BR3 3LP,50000,Own,0,45385,Paid
937457,65,F,32,Self Employed,UK,1090,SW6 6NS,53000,Own,0,43416,Paid
656654,43,M,7,Unemployed,UK,330,SW12 8TZ,21500,Own,2,12059,Defaulted
765562,43,F,12,Employed,UK,4410,EN2 7LH,23500,Own,2,14934,Defaulted
821850,24,M,1,Unemployed,UK,10,IP21 4AD,52500,Mortgage,1,2147,Paid
679655,39,M,19,Self Employed,UK,7060,EH49 6NJ,28000,Mortgage,0,5889,Paid
671153,76,F,46,Employed,UK,5700,BA2 7NE,40000,Own,0,15748,Paid
711161,44,M,24,Self Employed,UK,1770,AL1 4DD,51500,Own,2,48690,Defaulted
1104611,84,M,48,Self Employed,UK,1160,B94 6PT,36500,Own,3,24883,Defaulted
604695,29,F,3,Self Employed,UK,300,CO7 8PJ,17000,Own,1,12198,Paid
956017,57,F,31,Self Employed,UK,8490,CT8 8PR,44000,Own,2,41805,Defaulted
954349,38,M,1,Unemployed,UK,6340,GU23 6HD,45500,Own,2,14626,Defaulted
1031253,19,M,1,Self Employed,UK,80,SK9 4LH,26500,Rent,3,13298,Defaulted
619970,31,M,13,Self Employed,UK,3490,CH48 2HW,32500,Mortgage,2,16794,Defaulted
773116,89,F,38,Self Employed,UK,40,BD23 5NQ,44500,Mortgage,3,2081,Defaulted
1010141,25,F,4,Unemployed,UK,8980,E9 7DN,51500,Own,2,13533,Paid
690067,35,F,7,Unemployed,UK,2760,NP7 7BQ,39500,Mortgage,1,12733,Defaulted
1007402,44,F,3,Self Employed,UK,4200,RH20 2DW,40000,Rent,0,7676,Paid
613362,51,F,1,Unemployed,UK,0,RG10 9PB,30500,Own,3,20144,Paid
609972,82,F,32,Unemployed,UK,6200,IM2 1PN,46500,Rent,3,2704,Defaulted
931633,84,F,14,Self Employed,UK,1040,N6 5LL,47000,Own,2,29753,Paid
792692,60,F,25,Self Employed,UK,6230,BR2 8QL,31500,Own,1,25022,Paid
830867,44,F,7,Self Employed,UK,5560,ST18 0AH,21500,Mortgage,0,21396,Paid
662326,78,M,16,Self Employed,UK,290,CV22 6NP,52000,Own,2,7987,Defaulted
634458,42,F,4,Self Employed,UK,1900,DA13 0QA,48500,Own,2,2929,Defaulted
577403,73,F,24,Unemployed,UK,40,PE32 1AQ,36000,Own,1,29428,Paid
704926,62,F,29,Self Employed,UK,3460,RH19 3XG,47000,Mortgage,0,31418,Paid
818208,77,M,53,Unemployed,UK,2520,CF23 6NE,51000,Mortgage,0,32382,Defaulted
861238,53,F,18,Self Employed,UK,1420,W12 9HT,48000,Own,0,22975,Paid
988659,34,M,10,Unemployed,UK,890,HR1 1DT,37000,Own,0,20762,Paid
734806,76,M,34,Employed,UK,4700,W12 8LX,49000,Mortgage,0,25572,Paid
610767,18,F,1,Unemployed,UK,4740,OX15 5EH,51000,Mortgage,0,43265,Defaulted
878136,50,M,21,Self Employed,UK,240,IP22 1BE,42000,Own,0,2960,Defaulted
890840,68,M,3,Self Employed,UK,8350,N1 5HN,47000,Rent,1,30228,Paid
979664,58,M,31,Self Employed,UK,9690,GL52 5LY,39000,Own,0,1717,Defaulted
761404,75,F,55,Unemployed,UK,3230,EH10 4DE,43500,Own,0,38107,Paid
657522,76,M,3,Self Employed,UK,1440,G13 1GF,21500,Own,0,5087,Paid
1079138,47,M,21,Self Employed,UK,7760,CM16 4NH,36500,Mortgage,1,16498,Paid
844233,21,F,4,Employed,UK,630,CM11 2XA,43500,Mortgage,1,4836,Paid
715721,44,M,23,Self Employed,UK,2050,HG2 9BY,21000,Own,0,3608,Paid
699166,64,M,11,Unemployed,UK,9830,PE8 6NP,40000,Own,2,18502,Defaulted
938669,44,M,5,Self Employed,UK,9420,BB6 7TS,20000,Own,1,707,Defaulted
856519,80,M,41,Employed,UK,0,BA4 4JQ,35000,Mortgage,2,17098,Paid
984568,70,F,4,Employed,UK,10,TQ7 2HU,27500,Own,0,5101,Paid
887421,57,M,37,Self Employed,UK,60,WA15 0JR,50000,Own,0,38141,Paid
864465,76,F,50,Self Employed,UK,810,BA2 8BB,42000,Own,2,18146,Defaulted
920867,46,M,2,Self Employed,UK,2300,NG22 8TX,29500,Mortgage,1,8007,Defaulted
778207,54,F,9,Unemployed,UK,2420,SA43 2LE,41000,Mortgage,0,10891,Paid
685309,71,M,21,Self Employed,UK,9540,BR1 3JE,51500,Mortgage,2,8960,Defaulted
765395,75,F,45,Self Employed,UK,1150,SW19 8RX,11000,Own,0,4863,Paid
1019113,22,M,2,Unemployed,UK,0,W4 3AP,49500,Own,0,39437,Paid
926739,36,F,17,Self Employed,UK,640,LE14 3EW,30000,Mortgage,0,9415,Paid
1095095,43,M,26,Unemployed,UK,0,CB3 6FQ,45500,Own,3,32940,Defaulted
981596,59,M,41,Self Employed,France,890,WD3 5NS,22500,Mortgage,2,22152,Defaulted
978099,23,F,6,Self Employed,UK,240,KT3 3DW,19500,Rent,1,16216,Defaulted
899291,23,M,4,Unemployed,UK,3690,YO23 1JJ,38500,Mortgage,1,15679,Paid
811560,78,M,44,Unemployed,UK,3930,N3 1JJ,42000,Rent,2,28564,Defaulted
1090039,45,F,20,Unemployed,UK,3000,YO26 8AS,53500,Rent,0,51021,Paid
687406,35,F,9,Self Employed,UK,1010,BN20 8NU,53500,Own,0,14926,Paid
592063,86,F,59,Unemployed,UK,0,LN2 1QL,35500,Own,0,25369,Paid
695348,77,F,30,Self Employed,UK,0,N7 9JD,32500,Mortgage,1,26683,Paid
696587,21,F,4,Self Employed,UK,4890,TW9 4DN,38500,Mortgage,1,19318,Paid
870478,56,F,26,Employed,UK,3670,BS29 6BT,52000,Mortgage,1,39225,Paid
733096,68,F,37,Unemployed,UK,0,PL3 5JY,54000,Own,1,21218,Paid
966977,56,M,12,Unemployed,UK,3210,BR3 3AJ,28000,Own,3,20686,Defaulted
1036434,67,M,9,Unemployed,UK,8070,KT24 5JE,50500,Own,1,33533,Defaulted
716450,39,F,7,Self Employed,UK,870,SY11 3LW,49500,Own,0,19545,Paid
978685,17,M,1,Employed,UK,8430,N1 9BL,220000,Own,1,18005,Defaulted
686026,87,F,61,Employed,UK,7430,SE15 2NY,26000,Own,0,3513,Paid
760446,74,F,29,Unemployed,UK,3410,BS8 4PS,41000,Own,0,11284,Paid
733696,52,F,7,Employed,UK,610,SW12 9RU,39500,Own,1,22237,Paid
840826,86,F,24,Self Employed,UK,8050,SW2 3TT,49000,Own,1,5917,Paid
756770,55,M,31,Unemployed,UK,8140,CV32 6ES,30000,Own,0,18584,Defaulted
1071084,89,F,43,Self Employed,UK,8260,BB12 8AH,38000,Own,0,7582,Defaulted
1017544,71,F,46,Self Employed,UK,120,BS6 7EX,43500,Mortgage,0,9506,Paid
1096460,72,F,29,Employed,UK,6430,PR26 9HW,54000,Mortgage,3,39161,Defaulted
919239,21,M,3,Unemployed,UK,1670,SW12 9NS,19000,Mortgage,0,12497,Defaulted
700578,39,M,11,Self Employed,UK,2870,CV5 9GU,32500,Own,0,2267,Defaulted
651497,44,F,6,Unemployed,UK,0,SP10 3AF,44500,Own,2,33481,Paid
1045310,24,F,5,Employed,UK,1910,NN14 1QW,37500,Rent,1,24000,Paid
610579,25,M,3,Self Employed,UK,4240,DN38 6DF,54000,Rent,2,40215,Defaulted
667867,40,M,23,Self Employed,UK,1610,AB10 7LX,36500,Mortgage,0,13744,Paid
810286,33,F,1,Unemployed,UK,4330,AL1 4NL,36500,Own,0,21503,Paid
869211,51,M,15,Self Employed,UK,300,B60 2NE,54500,Rent,0,47985,Paid
